n_signals,hr,excess_hr,avg_ev_usd,median_hold_min,compounding,trades_per_month,direction,threshold,dynamic_sizing,ewma,fee_aware,late_entry_frac
5838,0.16135662898252826,-0.3367394662819414,6.320629544570211,13.0,-235.7618310724922,1042.5,NO,0.12,False,True,False,0.33
6184,0.14909443725743854,-0.3490016580070311,6.54314421802261,12.0,-274.0281816802812,1104.2857142857144,NO,0.12,False,True,True,0.0
5682,0.15012319605772614,-0.34797289920674346,6.482938210876588,13.0,-249.88284604987257,1014.6428571428572,NO,0.12,False,True,True,0.25
5579,0.14823445061839038,-0.3498616446460793,6.487148980837473,13.0,-251.4023569661467,996.2500000000001,NO,0.12,False,True,True,0.33
6416,0.1622506234413965,-0.3358454718230731,12.477506389180368,12.0,-502.8616824539628,1145.7142857142858,NO,0.12,True,False,False,0.0
5905,0.16443691786621506,-0.33365917739825457,12.346004834686624,13.0,-456.29809668514116,1054.4642857142858,NO,0.12,True,False,False,0.25
5800,0.16258620689655173,-0.3355098883679179,12.351029840502758,13.0,-459.0158004571462,1035.7142857142858,NO,0.12,True,False,False,0.33
6167,0.15258634668396304,-0.3455097485805066,12.841418491356025,12.0,-532.4202329238586,1101.25,NO,0.12,True,False,True,0.0
5663,0.15415857319441992,-0.3439375220700497,12.72538122244156,13.0,-484.8076894201798,1011.2500000000001,NO,0.12,True,False,True,0.25
5563,0.1520762178680568,-0.3460198773964128,12.729340735060786,13.0,-487.8946988842594,993.3928571428572,NO,0.12,True,False,True,0.33
6450,0.1613953488372093,-0.33670074642726033,12.388947186214757,12.0,-500.5641318055699,1151.7857142857144,NO,0.12,True,True,False,0.0
5943,0.16321723035503954,-0.3348788649094301,12.255697497870699,13.0,-454.61620431806205,1061.25,NO,0.12,True,True,False,0.25
5838,0.16135662898252826,-0.3367394662819414,12.262156184134566,13.0,-457.38298289478814,1042.5,NO,0.12,True,True,False,0.33
6184,0.14909443725743854,-0.3490016580070311,12.77329565029849,12.0,-534.9481632201806,1104.2857142857144,NO,0.12,True,True,True,0.0
5682,0.15012319605772614,-0.34797289920674346,12.659920530094407,13.0,-487.9727169877577,1014.6428571428572,NO,0.12,True,True,True,0.25
5579,0.14823445061839038,-0.3498616446460793,12.671015433380035,13.0,-491.0513315658305,996.2500000000001,NO,0.12,True,True,True,0.33
5717,0.14290711911841875,-0.3551889761460509,6.852423794446231,12.0,-292.0686470001833,1020.8928571428572,NO,0.15,False,False,False,0.0
5268,0.1427486712224753,-0.3553474240419943,6.77312464502879,13.0,-266.6007576361471,940.7142857142858,NO,0.15,False,False,False,0.25
5179,0.14056767715775245,-0.3575284181067172,6.771621431286086,13.0,-268.1775247397825,924.8214285714287,NO,0.15,False,False,False,0.33
5482,0.13516964611455673,-0.3629264491499129,7.00150051454548,12.0,-304.9235664558335,978.9285714285714,NO,0.15,False,False,True,0.0
5036,0.1346306592533757,-0.36346543601109393,6.9296519377143175,13.0,-278.9932389725306,899.2857142857143,NO,0.15,False,False,True,0.25
4949,0.13234996969084664,-0.36574612557362296,6.929438152263394,13.0,-280.7352173456176,883.75,NO,0.15,False,False,True,0.33
5708,0.14190609670637702,-0.35618999855809264,6.837005839663959,12.0,-292.23277202058915,1019.2857142857143,NO,0.15,False,True,False,0.0
5263,0.14155424662739882,-0.35654184863707084,6.757933517731051,13.0,-266.89692288497565,939.8214285714287,NO,0.15,False,True,False,0.25
5175,0.13951690821256038,-0.3585791870519093,6.7568589044257,13.0,-268.3793323909021,924.1071428571429,NO,0.15,False,True,False,0.33
5479,0.1325059317393685,-0.3655901635251011,6.98164385555402,12.0,-306.2904382591214,978.3928571428572,NO,0.15,False,True,True,0.0
5040,0.13134920634920635,-0.3667468889152633,6.9075665807645255,13.0,-280.61485515364797,900.0000000000001,NO,0.15,False,True,True,0.25
4954,0.12939039160274526,-0.3687057036617244,6.907670747450436,13.0,-282.1178883990155,884.6428571428572,NO,0.15,False,True,True,0.33
5717,0.14290711911841875,-0.3551889761460509,13.521507693093941,12.0,-576.3228568153185,1020.8928571428572,NO,0.15,True,False,False,0.0
5268,0.1427486712224753,-0.3553474240419943,13.363187405839625,13.0,-525.995913783382,940.7142857142858,NO,0.15,True,False,False,0.25
5179,0.14056767715775245,-0.3575284181067172,13.360375877900104,13.0,-529.1129412483804,924.8214285714287,NO,0.15,True,False,False,0.33
5482,0.13516964611455673,-0.3629264491499129,13.875497008703153,12.0,-604.2941831470648,978.9285714285714,NO,0.15,True,False,True,0.0
5036,0.1346306592533757,-0.36346543601109393,13.736228377186844,13.0,-553.0313615551951,899.2857142857143,NO,0.15,True,False,True,0.25
4949,0.13234996969084664,-0.36574612557362296,13.736510705088573,13.0,-556.5129861363775,883.75,NO,0.15,True,False,True,0.33
5708,0.14190609670637702,-0.35618999855809264,13.486417955044631,12.0,-576.4472630353417,1019.2857142857143,NO,0.15,True,True,False,0.0
5263,0.14155424662739882,-0.35654184863707084,13.329672382169415,13.0,-526.4402990250674,939.8214285714287,NO,0.15,True,True,False,0.25
5175,0.13951690821256038,-0.3585791870519093,13.327881164943708,13.0,-529.3773186369197,924.1071428571429,NO,0.15,True,True,False,0.33
5479,0.1325059317393685,-0.3655901635251011,13.82987616433685,12.0,-606.7280026142168,978.3928571428572,NO,0.15,True,True,True,0.0
5040,0.13134920634920635,-0.3667468889152633,13.686377332226828,13.0,-555.9990986342293,900.0000000000001,NO,0.15,True,True,True,0.25
4954,0.12939039160274526,-0.3687057036617244,13.687425207284752,13.0,-559.0115160778133,884.6428571428572,NO,0.15,True,True,True,0.33
