window,min_hr,min_mkts,min_mos,direction,entry_lo,entry_hi,pool,signals,HR,ROI%,PnL,bl_HR,edge,sharpe,max_dd,profit_factor,worst_week,best_week,n_weeks,pct_pos_weeks,top1_pct,top3_pct,herfindahl,n_active
Nov-Dec25,0.55,10,3,NO,0.3,0.8,2712,20713,0.612,3.08,63785.0,0.4202,0.1919,4.02,9326.3,7.07,-5404.0,31327.8,10,0.6,0.063,0.094,0.0073,1009
Nov-Dec25,0.55,10,3,YES,0.0,1.0,2712,22177,0.5316,-7.21,-159906.0,0.281,0.2505,-5.34,138657.5,0.11,-62319.1,14303.9,10,0.2,0.024,0.052,0.0155,1306
Nov-Dec25,0.55,10,3,YES,0.0,0.5,2712,9283,0.2552,-21.44,-199071.0,0.281,-0.0258,-7.38,180254.3,0.02,-67952.3,4500.5,10,0.1,0.026,0.058,0.0211,951
Nov-Dec25,0.55,10,3,YES,0.0,0.7,2712,15473,0.3917,-12.8,-198094.0,0.281,0.1107,-6.84,178178.0,0.03,-64823.3,6963.4,10,0.1,0.024,0.053,0.0174,1121
Nov-Dec25,0.55,10,3,YES,0.3,0.8,2712,13905,0.5722,-0.07,-974.0,0.281,0.2911,-0.1,10764.4,0.96,-8634.3,13331.7,10,0.5,0.013,0.034,0.0039,1101
Nov-Dec25,0.55,10,6,ALL,0.0,1.0,553,25775,0.5973,4.08,105208.0,0.3388,0.2585,3.32,22307.4,5.51,-12838.1,59686.3,10,0.6,0.133,0.241,0.0313,448
Nov-Dec25,0.55,10,6,ALL,0.0,0.5,553,8641,0.3174,5.99,51733.0,0.3388,-0.0214,1.61,46960.3,1.97,-20977.2,56208.1,10,0.5,0.164,0.292,0.046,360
Nov-Dec25,0.55,10,6,ALL,0.0,0.7,553,16485,0.4537,3.39,55810.0,0.3388,0.1148,1.87,38180.4,2.27,-18887.2,52413.8,10,0.4,0.141,0.254,0.036,408
Nov-Dec25,0.55,10,6,ALL,0.3,0.8,553,17035,0.5948,2.35,39962.0,0.3388,0.2559,10.97,0.0,inf,1293.0,9315.9,10,1.0,0.033,0.081,0.0103,417
Nov-Dec25,0.55,10,6,NO,0.0,1.0,553,15686,0.6245,8.26,129618.0,0.4202,0.2043,4.95,11940.9,9.91,-8812.5,46191.1,10,0.7,0.185,0.309,0.0497,411
Nov-Dec25,0.55,10,6,NO,0.0,0.5,553,4638,0.3392,21.08,97749.0,0.4202,-0.081,4.02,17502.6,5.95,-10053.2,41406.3,10,0.6,0.224,0.371,0.0707,271
Nov-Dec25,0.55,10,6,NO,0.0,0.7,553,9434,0.4758,10.67,100693.0,0.4202,0.0557,4.08,19044.7,5.96,-10303.7,41674.1,10,0.7,0.201,0.335,0.0576,334
Nov-Dec25,0.55,10,6,NO,0.3,0.8,553,10299,0.6038,2.66,27373.0,0.4202,0.1837,3.81,3541.3,5.54,-3541.3,11704.6,10,0.6,0.037,0.085,0.0093,361
Nov-Dec25,0.55,10,6,YES,0.0,1.0,553,10089,0.5551,-2.42,-24411.0,0.281,0.274,-2.0,24650.8,0.51,-14284.4,17545.0,10,0.3,0.047,0.099,0.0162,393
Nov-Dec25,0.55,10,6,YES,0.0,0.5,553,4003,0.2923,-11.5,-46016.0,0.281,0.0112,-4.3,40525.0,0.24,-12897.6,14801.8,10,0.1,0.056,0.116,0.0268,316
Nov-Dec25,0.55,10,6,YES,0.0,0.7,553,7051,0.4241,-6.37,-44883.0,0.281,0.143,-3.79,38207.2,0.29,-14813.0,15103.8,10,0.3,0.047,0.099,0.022,361
Nov-Dec25,0.55,10,6,YES,0.3,0.8,553,6736,0.5809,1.87,12589.0,0.281,0.2999,2.68,3957.7,2.6,-3957.7,7877.4,10,0.6,0.03,0.073,0.0133,355
Nov-Dec25,0.55,10,9,ALL,0.0,1.0,203,12102,0.5878,3.01,36371.0,0.3388,0.249,1.94,17099.5,2.25,-9956.8,33297.2,10,0.4,0.141,0.284,0.0462,180
Nov-Dec25,0.55,10,9,ALL,0.0,0.5,203,4325,0.3283,4.0,17289.0,0.3388,-0.0105,0.94,27657.7,1.42,-13604.2,30780.9,10,0.4,0.164,0.324,0.0645,151
Nov-Dec25,0.55,10,9,ALL,0.0,0.7,203,7909,0.4491,1.91,15105.0,0.3388,0.1103,0.81,27229.6,1.35,-12683.1,31468.8,10,0.4,0.142,0.284,0.0524,172
Nov-Dec25,0.55,10,9,ALL,0.3,0.8,203,8236,0.5807,1.26,10414.0,0.3388,0.2419,3.39,2866.9,3.07,-2541.0,4004.6,10,0.7,0.065,0.156,0.0262,175
Nov-Dec25,0.55,10,9,NO,0.0,1.0,203,6552,0.6206,8.63,56554.0,0.4202,0.2004,3.37,5249.2,7.15,-3950.9,35493.3,10,0.7,0.159,0.362,0.057,172
Nov-Dec25,0.55,10,9,NO,0.0,0.5,203,2037,0.378,24.7,50323.0,0.4202,-0.0422,3.29,3241.6,7.92,-3241.6,32841.4,10,0.5,0.191,0.436,0.0792,127
Nov-Dec25,0.55,10,9,NO,0.0,0.7,203,4036,0.4866,12.12,48908.0,0.4202,0.0664,3.04,4635.5,6.16,-3611.7,33966.8,10,0.6,0.167,0.377,0.062,153
Nov-Dec25,0.55,10,9,NO,0.3,0.8,203,4490,0.5906,2.24,10046.0,0.4202,0.1705,4.13,1605.5,5.78,-1605.5,4111.2,10,0.7,0.071,0.164,0.0213,161
Nov-Dec25,0.55,10,9,YES,0.0,1.0,203,5550,0.5492,-3.64,-20182.0,0.281,0.2682,-2.41,22250.7,0.44,-7782.8,12602.2,10,0.3,0.087,0.155,0.043,164
Nov-Dec25,0.55,10,9,YES,0.0,0.5,203,2288,0.2841,-14.44,-33035.0,0.281,0.0031,-4.1,32448.1,0.24,-10362.6,10386.3,10,0.2,0.098,0.167,0.0706,134
Nov-Dec25,0.55,10,9,YES,0.0,0.7,203,3873,0.41,-8.73,-33803.0,0.281,0.129,-4.01,30983.6,0.25,-9826.2,10814.8,10,0.2,0.085,0.147,0.0604,155
Nov-Dec25,0.55,10,9,YES,0.3,0.8,203,3746,0.5689,0.1,368.0,0.281,0.2878,0.14,2787.5,1.06,-2215.1,4186.5,10,0.4,0.06,0.132,0.0363,154
Nov-Dec25,0.55,30,3,ALL,0.0,1.0,1551,51184,0.5837,0.76,38726.0,0.3388,0.2448,0.71,98532.9,1.35,-79371.2,70740.1,10,0.6,0.065,0.131,0.0171,1033
Nov-Dec25,0.55,30,3,ALL,0.0,0.5,1551,18244,0.2829,-6.19,-112941.0,0.3388,-0.0559,-2.24,136323.6,0.38,-95484.0,48000.2,10,0.3,0.074,0.137,0.022,814
Nov-Dec25,0.55,30,3,ALL,0.0,0.7,1551,33093,0.4326,-2.27,-74960.0,0.3388,0.0938,-1.51,125658.9,0.52,-89222.9,52173.3,10,0.3,0.069,0.131,0.0189,932
Nov-Dec25,0.55,30,3,ALL,0.3,0.8,1551,32757,0.5962,2.07,67964.0,0.3388,0.2573,5.58,6219.8,11.93,-3235.3,21277.5,10,0.8,0.044,0.076,0.0061,941
Nov-Dec25,0.55,30,3,NO,0.0,1.0,1551,31059,0.6215,5.88,182725.0,0.4202,0.2013,4.57,32360.2,5.85,-20050.4,59444.6,10,0.7,0.097,0.182,0.0211,881
Nov-Dec25,0.55,30,3,NO,0.0,0.5,1551,9657,0.3053,6.95,67114.0,0.4202,-0.1149,2.13,50302.6,2.32,-30961.4,42935.8,10,0.7,0.115,0.196,0.0261,580
Nov-Dec25,0.55,30,3,NO,0.0,0.7,1551,18705,0.4622,5.55,103836.0,0.4202,0.042,2.96,50089.4,3.03,-27866.4,45781.7,10,0.7,0.105,0.184,0.0222,729
Nov-Dec25,0.55,30,3,NO,0.3,0.8,1551,19861,0.6118,3.2,63575.0,0.4202,0.1916,4.28,8088.7,8.62,-5185.7,28120.1,10,0.6,0.07,0.105,0.0089,766
Nov-Dec25,0.55,30,3,YES,0.0,1.0,1551,20125,0.5253,-7.16,-143999.0,0.281,0.2442,-5.16,126914.2,0.11,-59320.8,13840.3,10,0.2,0.027,0.06,0.0203,913
Nov-Dec25,0.55,30,3,YES,0.0,0.5,1551,8587,0.2578,-20.97,-180055.0,0.281,-0.0232,-6.97,164006.1,0.03,-64522.6,5064.4,10,0.1,0.029,0.065,0.0264,719
Nov-Dec25,0.55,30,3,YES,0.0,0.7,1551,14388,0.3941,-12.43,-178796.0,0.281,0.1131,-6.62,162280.4,0.04,-61356.5,7574.3,10,0.1,0.027,0.06,0.0221,824
Nov-Dec25,0.55,30,3,YES,0.3,0.8,1551,12896,0.5722,0.34,4390.0,0.281,0.2912,0.51,8727.5,1.2,-6842.6,12910.9,10,0.5,0.015,0.04,0.005,805
Nov-Dec25,0.55,30,6,ALL,0.0,1.0,548,25761,0.5972,4.07,104957.0,0.3388,0.2584,3.31,22743.6,5.42,-12838.1,59686.3,10,0.6,0.134,0.241,0.0314,446
Nov-Dec25,0.55,30,6,ALL,0.0,0.5,548,8640,0.3174,5.96,51476.0,0.3388,-0.0215,1.6,47217.4,1.96,-20977.2,56208.1,10,0.5,0.164,0.292,0.046,359
Nov-Dec25,0.55,30,6,ALL,0.0,0.7,548,16481,0.4536,3.37,55501.0,0.3388,0.1148,1.85,38589.3,2.25,-18887.2,52413.8,10,0.4,0.142,0.255,0.0361,407
Nov-Dec25,0.55,30,6,ALL,0.3,0.8,548,17031,0.5947,2.34,39883.0,0.3388,0.2559,10.83,0.0,inf,1293.0,9315.9,10,1.0,0.033,0.081,0.0103,416
Nov-Dec25,0.55,30,6,NO,0.0,1.0,548,15678,0.6244,8.27,129710.0,0.4202,0.2043,4.96,11968.2,9.92,-8812.5,46141.9,10,0.7,0.185,0.31,0.0497,409
Nov-Dec25,0.55,30,6,NO,0.0,0.5,548,4638,0.3392,21.08,97749.0,0.4202,-0.081,4.02,17502.6,5.95,-10053.2,41406.3,10,0.6,0.224,0.371,0.0707,271
Nov-Dec25,0.55,30,6,NO,0.0,0.7,548,9434,0.4758,10.67,100693.0,0.4202,0.0557,4.08,19044.7,5.96,-10303.7,41674.1,10,0.7,0.201,0.335,0.0576,334
Nov-Dec25,0.55,30,6,NO,0.3,0.8,548,10298,0.6038,2.66,27345.0,0.4202,0.1836,3.8,3541.3,5.54,-3541.3,11704.6,10,0.6,0.037,0.085,0.0093,360
Nov-Dec25,0.55,30,6,YES,0.0,1.0,548,10083,0.5549,-2.45,-24753.0,0.281,0.2739,-2.02,24959.7,0.5,-14184.4,17545.0,10,0.3,0.047,0.099,0.0163,391
Nov-Dec25,0.55,30,6,YES,0.0,0.5,548,4002,0.2921,-11.56,-46273.0,0.281,0.0111,-4.32,40782.2,0.24,-12897.6,14801.8,10,0.1,0.056,0.116,0.0269,315
Nov-Dec25,0.55,30,6,YES,0.0,0.7,548,7047,0.4239,-6.41,-45192.0,0.281,0.1428,-3.82,38516.1,0.29,-14713.0,15103.8,10,0.3,0.047,0.099,0.0221,360
Nov-Dec25,0.55,30,6,YES,0.3,0.8,548,6733,0.5809,1.86,12537.0,0.281,0.2998,2.69,3857.7,2.62,-3857.7,7877.4,10,0.6,0.03,0.074,0.0133,354
Nov-Dec25,0.55,30,9,ALL,0.0,1.0,203,12102,0.5878,3.01,36371.0,0.3388,0.249,1.94,17099.5,2.25,-9956.8,33297.2,10,0.4,0.141,0.284,0.0462,180
Nov-Dec25,0.55,30,9,ALL,0.0,0.5,203,4325,0.3283,4.0,17289.0,0.3388,-0.0105,0.94,27657.7,1.42,-13604.2,30780.9,10,0.4,0.164,0.324,0.0645,151
Nov-Dec25,0.55,30,9,ALL,0.0,0.7,203,7909,0.4491,1.91,15105.0,0.3388,0.1103,0.81,27229.6,1.35,-12683.1,31468.8,10,0.4,0.142,0.284,0.0524,172
Nov-Dec25,0.55,30,9,ALL,0.3,0.8,203,8236,0.5807,1.26,10414.0,0.3388,0.2419,3.39,2866.9,3.07,-2541.0,4004.6,10,0.7,0.065,0.156,0.0262,175
Nov-Dec25,0.55,30,9,NO,0.0,1.0,203,6552,0.6206,8.63,56554.0,0.4202,0.2004,3.37,5249.2,7.15,-3950.9,35493.3,10,0.7,0.159,0.362,0.057,172
Nov-Dec25,0.55,30,9,NO,0.0,0.5,203,2037,0.378,24.7,50323.0,0.4202,-0.0422,3.29,3241.6,7.92,-3241.6,32841.4,10,0.5,0.191,0.436,0.0792,127
Nov-Dec25,0.55,30,9,NO,0.0,0.7,203,4036,0.4866,12.12,48908.0,0.4202,0.0664,3.04,4635.5,6.16,-3611.7,33966.8,10,0.6,0.167,0.377,0.062,153
Nov-Dec25,0.55,30,9,NO,0.3,0.8,203,4490,0.5906,2.24,10046.0,0.4202,0.1705,4.13,1605.5,5.78,-1605.5,4111.2,10,0.7,0.071,0.164,0.0213,161
Nov-Dec25,0.55,30,9,YES,0.0,1.0,203,5550,0.5492,-3.64,-20182.0,0.281,0.2682,-2.41,22250.7,0.44,-7782.8,12602.2,10,0.3,0.087,0.155,0.043,164
Nov-Dec25,0.55,30,9,YES,0.0,0.5,203,2288,0.2841,-14.44,-33035.0,0.281,0.0031,-4.1,32448.1,0.24,-10362.6,10386.3,10,0.2,0.098,0.167,0.0706,134
Nov-Dec25,0.55,30,9,YES,0.0,0.7,203,3873,0.41,-8.73,-33803.0,0.281,0.129,-4.01,30983.6,0.25,-9826.2,10814.8,10,0.2,0.085,0.147,0.0604,155
Nov-Dec25,0.55,30,9,YES,0.3,0.8,203,3746,0.5689,0.1,368.0,0.281,0.2878,0.14,2787.5,1.06,-2215.1,4186.5,10,0.4,0.06,0.132,0.0363,154
Nov-Dec25,0.55,50,3,ALL,0.0,1.0,1013,47786,0.5837,1.2,57154.0,0.3388,0.2448,1.05,92691.4,1.57,-76661.6,75889.8,10,0.6,0.071,0.144,0.0205,722
Nov-Dec25,0.55,50,3,ALL,0.0,0.5,1013,17098,0.283,-5.48,-93625.0,0.3388,-0.0558,-1.85,129102.3,0.45,-92522.8,52030.9,10,0.3,0.08,0.148,0.0256,595
Nov-Dec25,0.55,50,3,ALL,0.0,0.7,1013,31013,0.4338,-1.66,-51401.0,0.3388,0.095,-1.03,115889.8,0.64,-85960.8,57671.6,10,0.4,0.075,0.142,0.0224,664
Nov-Dec25,0.55,50,3,ALL,0.3,0.8,1013,30647,0.5986,2.49,76238.0,0.3388,0.2597,6.18,1362.9,36.53,-1362.9,22246.2,10,0.8,0.051,0.087,0.0078,670
Nov-Dec25,0.55,50,3,NO,0.0,1.0,1013,29557,0.6196,6.26,185043.0,0.4202,0.1994,4.7,28601.7,6.23,-19110.0,59543.8,10,0.7,0.103,0.194,0.0239,657
Nov-Dec25,0.55,50,3,NO,0.0,0.5,1013,9289,0.3047,7.74,71902.0,0.4202,-0.1155,2.25,49321.0,2.41,-29466.9,44617.8,10,0.7,0.121,0.206,0.0288,463
Nov-Dec25,0.55,50,3,NO,0.0,0.7,1013,17941,0.4623,6.14,110076.0,0.4202,0.0422,3.14,46485.6,3.23,-26195.2,46689.6,10,0.7,0.111,0.194,0.0248,560
Nov-Dec25,0.55,50,3,NO,0.3,0.8,1013,18977,0.6127,3.38,64170.0,0.4202,0.1925,4.77,4450.1,12.17,-2948.9,25254.6,10,0.7,0.078,0.116,0.0107,591
Nov-Dec25,0.55,50,3,YES,0.0,1.0,1013,18229,0.5255,-7.02,-127889.0,0.281,0.2444,-4.54,113736.9,0.16,-57551.6,17350.6,10,0.2,0.031,0.069,0.0264,638
Nov-Dec25,0.55,50,3,YES,0.0,0.5,1013,7809,0.2573,-21.2,-165528.0,0.281,-0.0238,-6.32,152065.2,0.04,-63056.0,7413.1,10,0.1,0.033,0.074,0.0333,521
Nov-Dec25,0.55,50,3,YES,0.0,0.7,1013,13072,0.3947,-12.35,-161477.0,0.281,0.1136,-5.93,147601.1,0.07,-59765.5,10982.1,10,0.2,0.031,0.069,0.0284,585
Nov-Dec25,0.55,50,3,YES,0.3,0.8,1013,11670,0.5756,1.03,12068.0,0.281,0.2945,1.39,10068.3,1.69,-6572.1,14623.2,10,0.5,0.018,0.048,0.0067,573
Nov-Dec25,0.55,50,6,ALL,0.0,1.0,498,25385,0.5972,4.3,109181.0,0.3388,0.2583,3.43,20825.8,5.65,-11657.2,60279.3,10,0.6,0.136,0.246,0.0326,410
Nov-Dec25,0.55,50,6,ALL,0.0,0.5,498,8531,0.319,6.62,56514.0,0.3388,-0.0199,1.75,45199.1,2.08,-19855.2,57083.1,10,0.5,0.166,0.297,0.0476,336
Nov-Dec25,0.55,50,6,ALL,0.0,0.7,498,16275,0.4547,3.76,61207.0,0.3388,0.1158,2.03,36604.0,2.43,-17765.9,53261.7,10,0.6,0.144,0.259,0.0374,378
Nov-Dec25,0.55,50,6,ALL,0.3,0.8,498,16812,0.5946,2.42,40722.0,0.3388,0.2557,11.1,0.0,inf,1514.2,9262.6,10,1.0,0.034,0.083,0.0109,384
Nov-Dec25,0.55,50,6,NO,0.0,1.0,498,15519,0.6238,8.39,130143.0,0.4202,0.2036,5.02,10691.5,10.88,-7891.2,46143.0,10,0.7,0.188,0.314,0.0512,384
Nov-Dec25,0.55,50,6,NO,0.0,0.5,498,4608,0.3398,21.41,98677.0,0.4202,-0.0803,4.05,16787.3,6.15,-9853.2,41706.3,10,0.6,0.226,0.374,0.0718,260
Nov-Dec25,0.55,50,6,NO,0.0,0.7,498,9366,0.476,10.85,101616.0,0.4202,0.0558,4.13,18241.5,6.23,-9703.7,41874.1,10,0.7,0.203,0.339,0.0589,318
Nov-Dec25,0.55,50,6,NO,0.3,0.8,498,10205,0.6034,2.7,27510.0,0.4202,0.1833,3.9,3613.4,5.91,-3613.4,11551.1,10,0.7,0.038,0.087,0.0097,343
Nov-Dec25,0.55,50,6,YES,0.0,1.0,498,9866,0.5552,-2.12,-20962.0,0.281,0.2742,-1.7,23725.0,0.56,-13590.8,18085.4,10,0.3,0.048,0.102,0.0172,360
Nov-Dec25,0.55,50,6,YES,0.0,0.5,498,3923,0.2944,-10.75,-42163.0,0.281,0.0134,-3.9,39135.6,0.27,-12175.6,15376.7,10,0.1,0.057,0.119,0.0284,294
Nov-Dec25,0.55,50,6,YES,0.0,0.7,498,6909,0.4258,-5.85,-40409.0,0.281,0.1448,-3.43,33039.6,0.33,-13753.9,15771.9,10,0.3,0.048,0.102,0.0234,335
Nov-Dec25,0.55,50,6,YES,0.3,0.8,498,6607,0.5809,2.0,13212.0,0.281,0.2999,2.97,3307.8,2.99,-3307.8,7908.6,10,0.6,0.031,0.076,0.0141,326
Nov-Dec25,0.55,50,9,ALL,0.0,1.0,202,12097,0.5878,3.02,36510.0,0.3388,0.249,1.95,17045.8,2.26,-9956.8,33297.2,10,0.4,0.141,0.284,0.0463,179
Nov-Dec25,0.55,50,9,ALL,0.0,0.5,202,4324,0.3284,4.02,17389.0,0.3388,-0.0104,0.94,27657.7,1.42,-13604.2,30780.9,10,0.4,0.164,0.324,0.0645,150
Nov-Dec25,0.55,50,9,ALL,0.0,0.7,202,7907,0.4492,1.94,15305.0,0.3388,0.1104,0.82,27129.6,1.36,-12683.1,31468.8,10,0.4,0.142,0.285,0.0525,171
Nov-Dec25,0.55,50,9,ALL,0.3,0.8,202,8233,0.5808,1.29,10585.0,0.3388,0.242,3.43,2866.9,3.1,-2541.0,4004.6,10,0.7,0.065,0.157,0.0263,174
Nov-Dec25,0.55,50,9,NO,0.0,1.0,202,6551,0.6205,8.63,56539.0,0.4202,0.2003,3.37,5249.2,7.15,-3950.9,35493.3,10,0.7,0.159,0.362,0.057,171
Nov-Dec25,0.55,50,9,NO,0.0,0.5,202,2037,0.378,24.7,50323.0,0.4202,-0.0422,3.29,3241.6,7.92,-3241.6,32841.4,10,0.5,0.191,0.436,0.0792,127
Nov-Dec25,0.55,50,9,NO,0.0,0.7,202,4036,0.4866,12.12,48908.0,0.4202,0.0664,3.04,4635.5,6.16,-3611.7,33966.8,10,0.6,0.167,0.377,0.062,153
Nov-Dec25,0.55,50,9,NO,0.3,0.8,202,4490,0.5906,2.24,10046.0,0.4202,0.1705,4.13,1605.5,5.78,-1605.5,4111.2,10,0.7,0.071,0.164,0.0213,161
Nov-Dec25,0.55,50,9,YES,0.0,1.0,202,5546,0.5492,-3.61,-20029.0,0.281,0.2682,-2.39,22197.1,0.44,-7711.5,12602.2,10,0.3,0.087,0.156,0.0431,163
Nov-Dec25,0.55,50,9,YES,0.0,0.5,202,2287,0.2842,-14.4,-32935.0,0.281,0.0032,-4.08,32448.1,0.25,-10362.6,10386.3,10,0.2,0.098,0.167,0.0707,133
Nov-Dec25,0.55,50,9,YES,0.0,0.7,202,3871,0.4102,-8.68,-33603.0,0.281,0.1292,-3.99,30883.6,0.25,-9726.2,10814.8,10,0.3,0.085,0.147,0.0606,154
Nov-Dec25,0.55,50,9,YES,0.3,0.8,202,3743,0.5691,0.14,539.0,0.281,0.288,0.21,2687.5,1.09,-2215.1,4186.5,10,0.4,0.06,0.132,0.0365,153
Nov-Dec25,0.6,10,3,ALL,0.0,1.0,1985,37479,0.6108,2.64,98800.0,0.3388,0.2719,1.81,87365.3,2.0,-69779.8,77984.3,10,0.7,0.078,0.159,0.0239,1098
Nov-Dec25,0.6,10,3,ALL,0.0,0.5,1985,12030,0.2695,-3.73,-44923.0,0.3388,-0.0693,-0.9,115132.9,0.68,-85042.7,56086.2,10,0.4,0.092,0.169,0.0316,755
Nov-Dec25,0.6,10,3,ALL,0.0,0.7,1985,22274,0.4345,-0.22,-4803.0,0.3388,0.0956,-0.1,103687.3,0.96,-78782.0,60734.6,10,0.4,0.086,0.164,0.0278,923
Nov-Dec25,0.6,10,3,ALL,0.3,0.8,1985,22599,0.6137,3.01,68052.0,0.3388,0.2749,5.99,5715.0,12.91,-5095.2,21959.9,10,0.8,0.057,0.098,0.0082,945
Nov-Dec25,0.6,10,3,NO,0.0,1.0,1985,22246,0.6493,8.82,196242.0,0.4202,0.2291,5.23,22408.5,9.76,-15618.1,62718.1,10,0.8,0.115,0.217,0.0291,882
Nov-Dec25,0.6,10,3,NO,0.0,0.5,1985,6202,0.2981,14.75,91454.0,0.4202,-0.122,2.95,37791.3,3.24,-25178.1,50578.9,10,0.5,0.142,0.243,0.0383,475
Nov-Dec25,0.6,10,3,NO,0.0,0.7,1985,12312,0.4683,10.17,125222.0,0.4202,0.0481,3.77,36739.5,4.41,-22287.3,51880.4,10,0.6,0.131,0.229,0.0332,653
Nov-Dec25,0.6,10,3,NO,0.3,0.8,1985,13429,0.6291,4.41,59255.0,0.4202,0.2089,5.24,6960.3,9.51,-3021.7,23897.9,10,0.7,0.094,0.14,0.0134,714
Nov-Dec25,0.6,10,3,YES,0.0,1.0,1985,15233,0.5545,-6.4,-97442.0,0.281,0.2735,-3.7,84292.8,0.21,-54161.7,15266.2,10,0.4,0.034,0.074,0.0288,947
Nov-Dec25,0.6,10,3,YES,0.0,0.5,1985,5828,0.239,-23.4,-136377.0,0.281,-0.042,-5.52,125205.1,0.04,-59864.6,5507.3,10,0.1,0.037,0.083,0.0397,650
Nov-Dec25,0.6,10,3,YES,0.0,0.7,1985,9962,0.3926,-13.05,-130025.0,0.281,0.1116,-5.13,117472.4,0.08,-56494.7,8854.2,10,0.2,0.035,0.077,0.0331,785
Nov-Dec25,0.6,10,3,YES,0.3,0.8,1985,9170,0.5913,0.96,8797.0,0.281,0.3102,1.21,7866.2,1.55,-4097.1,11223.6,10,0.5,0.019,0.05,0.0061,785
Nov-Dec25,0.6,10,6,ALL,0.0,1.0,390,17555,0.6336,7.21,126608.0,0.3388,0.2947,4.03,10591.2,7.84,-9511.2,60311.4,10,0.6,0.179,0.323,0.053,316
Nov-Dec25,0.6,10,6,ALL,0.0,0.5,390,4968,0.3144,13.98,69477.0,0.3388,-0.0244,2.22,35163.5,2.54,-15292.3,57253.6,10,0.4,0.213,0.38,0.0754,244
Nov-Dec25,0.6,10,6,ALL,0.0,0.7,390,10264,0.469,7.69,78937.0,0.3388,0.1302,2.61,28908.6,3.1,-15505.3,53819.8,10,0.4,0.191,0.344,0.0621,282
Nov-Dec25,0.6,10,6,ALL,0.3,0.8,390,11160,0.6178,3.84,42906.0,0.3388,0.279,12.39,0.0,inf,1348.1,9841.0,10,1.0,0.049,0.121,0.0152,291
Nov-Dec25,0.6,10,6,NO,0.0,1.0,390,10763,0.6549,12.02,129334.0,0.4202,0.2348,5.08,5151.8,17.0,-4644.9,46298.1,10,0.7,0.237,0.397,0.0795,287
Nov-Dec25,0.6,10,6,NO,0.0,0.5,390,2764,0.3339,34.4,95091.0,0.4202,-0.0862,3.85,13284.0,6.98,-8317.5,46021.2,10,0.4,0.286,0.473,0.1123,174
Nov-Dec25,0.6,10,6,NO,0.0,0.7,390,5922,0.486,17.19,101795.0,0.4202,0.0658,4.16,14474.0,8.03,-6904.4,42213.9,10,0.6,0.263,0.437,0.0956,225
Nov-Dec25,0.6,10,6,NO,0.3,0.8,390,6669,0.6247,4.13,27511.0,0.4202,0.2045,5.46,1200.9,12.73,-1200.9,10706.2,10,0.8,0.055,0.118,0.013,247
Nov-Dec25,0.6,10,6,YES,0.0,1.0,390,6792,0.5997,-0.4,-2726.0,0.281,0.3186,-0.3,13489.9,0.89,-7712.3,14013.3,10,0.4,0.071,0.15,0.0294,279
Nov-Dec25,0.6,10,6,YES,0.0,0.5,390,2204,0.2899,-11.62,-25614.0,0.281,0.0089,-3.08,29644.2,0.34,-11271.1,11232.4,10,0.2,0.083,0.173,0.052,217
Nov-Dec25,0.6,10,6,YES,0.0,0.7,390,4342,0.4459,-5.26,-22858.0,0.281,0.1648,-2.55,23249.5,0.42,-8815.9,11605.9,10,0.2,0.071,0.15,0.0432,253
Nov-Dec25,0.6,10,6,YES,0.3,0.8,390,4491,0.6077,3.43,15395.0,0.281,0.3266,5.2,1591.7,6.46,-1591.7,5502.7,10,0.7,0.045,0.11,0.0209,252
Nov-Dec25,0.6,10,9,ALL,0.0,1.0,152,7487,0.6241,7.1,53190.0,0.3388,0.2853,3.08,8124.3,4.78,-5782.8,31049.7,10,0.5,0.187,0.376,0.0732,133
Nov-Dec25,0.6,10,9,ALL,0.0,0.5,152,2329,0.3267,14.0,32614.0,0.3388,-0.0121,1.9,21282.3,2.21,-8328.4,28734.6,10,0.3,0.21,0.416,0.1007,107
Nov-Dec25,0.6,10,9,ALL,0.0,0.7,152,4456,0.4589,7.54,33598.0,0.3388,0.1201,1.9,20420.5,2.27,-8460.1,30194.2,10,0.4,0.188,0.375,0.0834,125
Nov-Dec25,0.6,10,9,ALL,0.3,0.8,152,4808,0.6021,3.06,14693.0,0.3388,0.2633,7.15,1222.0,11.92,-1222.0,3437.7,10,0.8,0.097,0.218,0.0365,129
Nov-Dec25,0.6,10,9,NO,0.0,1.0,152,3505,0.6662,17.91,62790.0,0.4202,0.246,4.12,2469.1,17.85,-2207.9,31538.6,10,0.7,0.204,0.466,0.0885,127
Nov-Dec25,0.6,10,9,NO,0.0,0.5,152,928,0.4052,60.39,56040.0,0.4202,-0.015,3.96,1425.1,28.58,-1425.1,30058.2,10,0.7,0.242,0.552,0.1225,87
Nov-Dec25,0.6,10,9,NO,0.0,0.7,152,1904,0.5068,29.51,56187.0,0.4202,0.0866,3.74,1691.4,15.84,-1167.2,30823.2,10,0.6,0.217,0.492,0.0991,111
Nov-Dec25,0.6,10,9,NO,0.3,0.8,152,2156,0.6164,5.5,11863.0,0.4202,0.1962,5.53,152.3,41.22,-152.3,3566.9,10,0.7,0.113,0.205,0.0275,117
Nov-Dec25,0.6,10,9,YES,0.0,1.0,152,3982,0.5871,-2.41,-9601.0,0.281,0.3061,-1.37,16875.5,0.59,-7592.3,11265.9,10,0.2,0.121,0.217,0.0717,123
